R990604,R829866
R889341,R724111
R236420,R705458
R432877,R250572
R795668,R759994
R354232,R790934
R992096,R689475
R458198,R402676
R449893,R774607
R947287,R154317
R140536,R475977
R701411,R970688
R124626,R640508
R836107,R467536
R861732,R869389
R964198,R986427
R873930,R887302
R612562,R166623
R950528,R987588
R546649,R101628
R941333,R146585
R600140,R505337
R605604,R472612
R887603,R984723
R770137,R375789
R679530,R274330
R556997,R339245
R494112,R654677
R336917,R301259
R603556,R245078
R500435,R459569
R702012,R640112
R972597,R472967
R905805,R511875
R887058,R568086
R277320,R916857
R903860,R360583
R104316,R647994
R149455,R270904
R868074,R895640
R878409,R207007
R185484,R283784
R888507,R824705
R119105,R316464
R422060,R378108
R967739,R624237
R541439,R972450
R174303,R153816
R730629,R777068
R745353,R782024
R107942,R480064
R259274,R603462
R809282,R580078
R771546,R286139
R420601,R889643
R700974,R642129
R498839,R366882
R282422,R916906
R182301,R734504
R824782,R587018
R251108,R938079
R105613,R701190
R782569,R978825
R510852,R112532
R110204,R963124
R789831,R220718
R599442,R541599
R546425,R224462
R352947,R830554
R696173,R362744
R961993,R611277
R775295,R406097
R507525,R295432
R809554,R658425
R350685,R250469
R329706,R643280
R143941,R271234
R182888,R187773
R152645,R628865
R192644,R947804
R287211,R585525
R164400,R348217
R796286,R415811
R315088,R312998
R112356,R565905
R387963,R131599
R824500,R480642
R224846,R840747
R498191,R729882
R142148,R516237
R753610,R717203
R974465,R698462
R566189,R883216
R324009,R781947
R183974,R766756
R138518,R758965
R421434,R152681
R499390,R600874
R253871,R479011
R182999,R772911
R343060,R234685
R848435,R822221
R190505,R913510
R100794,R629774
R803494,R910291
R503617,R607592
R834214,R127509
R132290,R939067
R859472,R884601
R254358,R329826
R151469,R659899
R162519,R545899
R891405,R274130
R360970,R343221
R730900,R940989
R143573,R941087
R613139,R606418
R604811,R211547
R435945,R269205
R707135,R549134
R979431,R103480
R445051,R729753
R563602,R769102
R467972,R715229
R552173,R467582
R106036,R841470
R606654,R720796
R344742,R778596
R313703,R961124
R142208,R767255
R283645,R120783
R589983,R477274
R822754,R232348
R902291,R559488
R177685,R395449
R124109,R892083
R840777,R642251
R827214,R585809
R429338,R498109
R677055,R536688
R345321,R985112
R109950,R393299
R563820,R743116
R381759,R670627
R546268,R377258
R212881,R152004
R761862,R414070
R516032,R880381
R942410,R936305
R606879,R161753
R883670,R850736
R798642,R981365
R983408,R365152
R992526,R537894
R357739,R698046
R997487,R827809
R894510,R467612
R842514,R659953
R678501,R906892
R150911,R893986
R895861,R349352
R232714,R508693
R217809,R983963
R909274,R932763
R827215,R413321
R964423,R235113
R521128,R509957
R714235,R190595
R932885,R319976
R627429,R809187
R516534,R737398
R771527,R622800
R273286,R690650
R132051,R149539
R267948,R435678
R202570,R136385
R868862,R316010
R596462,R366722
R984392,R914629
R169888,R844451
R573196,R933424
R551731,R985059
R872995,R720761
R221126,R537026
R756061,R475299
R116769,R190082
R274045,R903441
R485729,R242840
R397865,R336415
R598549,R856235
R744307,R926676
R229505,R404430
R402163,R251302
R407968,R616370
R776452,R643736
R448518,R935056
R869526,R194195
R587532,R666649
R929177,R329860
R905143,R206270
R282214,R568654
R185487,R515211
R667050,R440011
R810286,R820479
R637266,R464357
R968268,R493179
R195466,R411399
R170585,R705340
R727653,R941486
R567070,R165032
R945364,R708675
R485997,R631032
R346516,R609341
R583265,R106076
R117977,R642169
R178747,R902114
R744448,R264831
R241045,R855180
R178179,R445032
R452995,R739548
R257396,R412227
R189734,R779963
R478989,R116643
R995693,R571709
R485315,R227768
R377424,R835378
R386390,R806386
R245089,R205133
R407309,R484807
R244153,R424860
R281534,R114998
R288259,R437287
R121132,R137557
R868525,R160037
R459868,R923390
R941579,R417296
R217546,R220914
R947494,R138992
R573807,R326760
R258058,R679641
R870714,R982358
R252900,R996488
R193682,R171298
R584340,R966490
R568373,R651509
R362559,R208071
R456533,R590171
R620164,R663605
R881717,R697550
R973898,R697233
R775019,R186691
R902093,R135702
R544343,R754224
R155578,R944424
R621884,R708016
R149955,R609990
R710768,R990476
R368862,R810592
R468558,R368673
R195312,R621297
R865539,R297625
R288334,R564976
R455814,R473952
R627000,R110285
R899268,R976740
R473377,R162993
R866316,R669413
R131603,R990073
R821761,R926519
R343974,R417513
R647308,R457815
R315274,R381247
R925014,R298018
R332925,R966462
R822538,R243398
R447212,R797066
R359776,R729613
R537787,R752854
R858501,R225897
R575349,R843299
R331362,R969310
R387241,R798690
R464843,R476969
R499767,R546078
R269525,R704193
R966024,R416104
R552345,R386499
R390865,R938817
R504386,R489477
R876763,R100581
R782838,R378957
R405688,R735520
R880104,R793206
R455696,R792875
R777739,R116899
R748059,R429739
R508217,R507904
R494262,R142038
R684791,R786628
R315803,R555319
R826050,R641924
R910363,R180415
R934469,R726213
R788141,R262640
R501230,R498252
R915048,R949512
R600638,R858126
R807995,R521403
R437924,R310147
R417393,R460895
R392297,R669843
R459269,R543965
R388145,R584008
R567637,R743964
R990338,R916195
R272882,R193434
R958577,R243213
R411352,R450402
R231943,R483743
R106054,R788298
R599327,R596502
R720487,R401866
R560844,R818984
R284931,R403960
R398717,R988383
R764466,R506916
R208481,R147776
R453843,R921261
R970754,R685153
R146207,R304081
R625401,R401952
R960535,R511796
R552834,R346975
R154757,R389128
R848422,R289969
R149014,R438618
R249045,R254099
R309492,R853213
R197924,R797395
R940220,R469695
R746962,R780531
R358588,R521564
R102380,R260734
R529220,R386468
R224759,R128484
R632996,R143682
R298046,R739664
R318005,R455989
R661303,R166833
R649115,R692093
R370604,R971556
R983528,R830922
R551859,R791018
R995461,R951946
R830660,R207370
R461121,R712583
R413457,R320191
R426306,R438320
R978782,R282304
R291663,R713240
R947716,R864320
R596682,R521455
R287221,R611117
R270061,R938727
R335415,R251732
R360464,R488832
R825962,R265246
R897915,R564307
R949309,R448407
R184411,R798159
R376615,R148593
R335867,R324978
R466316,R678116
R951269,R669803
R630751,R805998
R131732,R320175
R361662,R247724
R395867,R598195
R505154,R740603
R697291,R401578
R310218,R935066
R393365,R545840
R584478,R560099
R828651,R592213
R556065,R831807
R972368,R976132
R355219,R731556
R477898,R687514
R132087,R412675
R129207,R693781
R326340,R278488
R721806,R630491
R505411,R258356
R191857,R341686
R324340,R192287
R594001,R144460
R108399,R249219
R660200,R554260
R101592,R354650
R310755,R429780
R379219,R363910
R259249,R342251
R271781,R522719
R393440,R540820
R449428,R171639
R418405,R511460
R855324,R901883
R837298,R766292
R443304,R301965
R639802,R694212
R998040,R796305
R842524,R202938
R929069,R130222
R595608,R132687
R557971,R657571
R611240,R556511
R897982,R180959
R357904,R407866
R169864,R391766
R257098,R426653
R563017,R360638
R783801,R893489
R232218,R545557
R495078,R989905
R340782,R755779
R517544,R648740
R591334,R612371
R792227,R349843
R681030,R131100
R767046,R744125
R626435,R331835
R532573,R917586
R810117,R752666
R171425,R914868
R273607,R184837
R109251,R238178
R414305,R537644
R269723,R496211
R972711,R983847
R158145,R575103
R400324,R881077
R412146,R778775
R910899,R219759
R476434,R735434
R375914,R827046
R962875,R498077
R399412,R898745
R828387,R567594
R370270,R966762
R987257,R773275
R486706,R548005
R408236,R435646
R712466,R501564
R982690,R951423
R443076,R368750
R657254,R230907
R624211,R172232
R611873,R694819
R663614,R530395
R983616,R460089
R829559,R483222
R404738,R154298
R558754,R897307
R105009,R822697
R379013,R487106
R184417,R270245
R215194,R116222
R806686,R229883
R515944,R126173
R641567,R259565
R503312,R948179
R650427,R818525
R352917,R841780
R322694,R510333
R367037,R466746
R926084,R221889
R662139,R102706
R138106,R836540
R323492,R418026
R273538,R772343
R238951,R629088
R157949,R636755
R354775,R445378
R992618,R520793
R200064,R484092
R877416,R136629
R696583,R732549
R467288,R837419
R839496,R333339
R926843,R855491
R605170,R609411
R825733,R351882
R854716,R292137
R397912,R320965
R811211,R198197
R866286,R352503
R346913,R738873
R600108,R969101
R899428,R758251
R754084,R220766
R517876,R846582
R956259,R431613
R514861,R549555
R726167,R624156
R975287,R232240
R637841,R254456
R184933,R441268
R170559,R714663
R731524,R395708
R993026,R232616
R108330,R412780
R509383,R926974
R968461,R388918
R831149,R857578
R309970,R272008
R146400,R777439
R575606,R101294
R180399,R868813
R945430,R320279
R649949,R981492
R537409,R515444
R483838,R884129
R955990,R817134
R189929,R102714
R185787,R718039
R413202,R532377
R676421,R871192
R270994,R668100
R512414,R266851
R997139,R383302
R418272,R672491
R460747,R457321
R714563,R803357
R118824,R634970
R184671,R199614
R805732,R763708
R692693,R320102
R495868,R956414
R464966,R160374
R656411,R240668
R926552,R832160
R469547,R958557
R498547,R801195
R514972,R868706
R452062,R294604
R999117,R176993
R125023,R243192
R631079,R849790
R400274,R851448
R305289,R496057
R295947,R891793
R850844,R459176
R521110,R690538
R155650,R828732
R772472,R241970
R433596,R814878
R714449,R844257
R163852,R310580
R618404,R814048
R623210,R832750
R548080,R766941
R973786,R946969
R562880,R853340
R252533,R605383
R277566,R618508
R691982,R587867
R745998,R135490
R736683,R122785
R508372,R816851
R255015,R428077
R643089,R477682
R204223,R629632
R158544,R439042
R750699,R367133
R813996,R291644
R622540,R396996
R994989,R278320
R633433,R462918
R890390,R696678
R726931,R633647
R812940,R586855
R990878,R855353
R900612,R365051
R665651,R363193
R230261,R999929
R217932,R142702
R587350,R471132
R920001,R778633
R281518,R438349
R949223,R777560
R363618,R493010
R221976,R463718
R223482,R626926
R866848,R568046
R887372,R596002
R369416,R843240
R468142,R146386
R155894,R967933
R908479,R140334
R675120,R574463
R380906,R803408
R615381,R612760
R524895,R660040
R592926,R953787
R848874,R772551
R880580,R181926
R569133,R858835
R162171,R825304
R389542,R725423
R656202,R506622
R473119,R994129
R500296,R609646
R960762,R255090
R592724,R919077
R818363,R451479
R698336,R261712
R249041,R755520
R435423,R841774
R176985,R759467
R615265,R445232
R324715,R407395
R998632,R369085
R925556,R482920
R333681,R799887
R176805,R324181
R491315,R359139
R582575,R950683
R688836,R488731
R746428,R345935
R858907,R866075
R387706,R487257
R543674,R783725
R990028,R718325
R811107,R347964
R750377,R168015
R240260,R353176
R551022,R916480
R280452,R162883
R836672,R856558
R340081,R794162
R810666,R811750
R291646,R875977
R740700,R499300
R175360,R672058
R999524,R605362
R318838,R835717
R655981,R434524
R907031,R151701
R984114,R801929
R159239,R544261
R688973,R376870
R108976,R413419
R431746,R114317
R489056,R435262
R651826,R405212
R733195,R534935
R255703,R448659
R806459,R887579
R679804,R824503
R317352,R640884
R680392,R156499
R797958,R287676
R299634,R804257
R515800,R388211
R151467,R328241
R746915,R340808
R151642,R501492
R107905,R952197
R553990,R696629
R103253,R557210
R407827,R291485
R561771,R647706
R995062,R873487
R665249,R818751
R691978,R849054
R783100,R872880
R785637,R246541
R610901,R803720
R858959,R968366
R510513,R441016
R752875,R186559
R337276,R348881
R324291,R180315
R591451,R558351
R516873,R582183
R655639,R363952
R892627,R956941
R151716,R202303
R847482,R971783
R794050,R279355
R903534,R818776
R911496,R814109
R456696,R442167
R764159,R353896
R203352,R344758
R597119,R776877
R958543,R267308
R648504,R758449
R147825,R323927
R561231,R793191
R478234,R640190
R819697,R529941
R191381,R176901
R302955,R996680
R219859,R170663
R915407,R566339
R691183,R338150
R342376,R668953
R834216,R349812
R797920,R320584
R516975,R410676
R421912,R793562
R933364,R720964
R220830,R832543
R133587,R808451
R696318,R707498
R661125,R674340
R613525,R655730
R352387,R722590
R140083,R226068
R627797,R850466
R742881,R420174
R638513,R836893
R447217,R140718
R955387,R422069
R892599,R594728
R797650,R866441
R576198,R418386
R975966,R471577
R322055,R817127
R206720,R600782
R805945,R478873
R159645,R496817
R210696,R792578
R770902,R343659
R742636,R907508
R153502,R691356
R663701,R215396
R334119,R569613
R428538,R672909
R906617,R896196
R684606,R337937
R124171,R877022
R226876,R447431
R460485,R465121
R705618,R712385
R800239,R709129
R638318,R915798
R647888,R853178
R683734,R764768
R767050,R878271
R561689,R951283
R400681,R548274
R101331,R366819
R732138,R290602
R235632,R211961
R277540,R270860
R677897,R352631
R326287,R607415
R277729,R764198
R118526,R760624
R497219,R706661
R859474,R611537
R242165,R360452
R103082,R633838
R174884,R837675
R428508,R267023
R771859,R332812
R129231,R133811
R443377,R575875
R313414,R290681
R961586,R156543
R168828,R221029
R164616,R488094
R453751,R145905
R641146,R457515
R771562,R503405
R227511,R798930
R606338,R680993
R339410,R180676
R875731,R290567
R683255,R181663
R757698,R380638
R714107,R941709
R700719,R248884
R791142,R264482
R635573,R619038
R541338,R295634
R131674,R365258
R210712,R986202
R423105,R714468
R183314,R345098
R378279,R172634
R424692,R874157
R923221,R633617
R242263,R555280
R857042,R113488
R452663,R512920
R369082,R231106
R570845,R657039
R591003,R828480
R809724,R591228
R404641,R682642
R708691,R337287
R721967,R677470
R814951,R883940
R572518,R316268
R402707,R596311
R718918,R929049
R671199,R472149
R621981,R916604
R958072,R739835
R455376,R427380
R915214,R876355
R165689,R375684
R297390,R766666
R181607,R671695
R369205,R249252
R780020,R100205
R578193,R152376
R634541,R757735
R612821,R423205
R754507,R317844
R688327,R317357
R443268,R708862
R753319,R998396
R256814,R888352
R733610,R469478
R133252,R831836
R951430,R937559
R972162,R754061
R463143,R756926
R924920,R551427
R928107,R693707
R535300,R114440
R909324,R319471
R602077,R279619
R127792,R631519
R281583,R341486
R549350,R639259
R603857,R148071
R713189,R266893
R598977,R834643
R935087,R136996
R391887,R897608
R830516,R310008
R559140,R732068
R951110,R270542
R870385,R915959
R413152,R848766
R784388,R760583
R196977,R467808
R743648,R608321
R929415,R555393
R268209,R877639
R905799,R148553
R379682,R700044
R932511,R382462
R377867,R434197
R804774,R257477
R364535,R562602
R247925,R862463
R462994,R833423
R376439,R254871
R693066,R279155
R381605,R251371
R422553,R449186
R289800,R839800
R860696,R535741
R131663,R695484
R284546,R520504
R949166,R823357
R203895,R649258
R406086,R934009
R794905,R120717
R614208,R266953
R486436,R172751
R371805,R871646
R941447,R821451
R544262,R728255
R158617,R524652
R583726,R437851
R613564,R615847
R480311,R128280
R769157,R256301
R562041,R697660
R819201,R522716
R966243,R919195
R137626,R479727
R804507,R590332
R336859,R895568
R293638,R996985
R462836,R120365
R344015,R155478
R175762,R878609
R438610,R931822
R703660,R185310
R294302,R865941
R410081,R869537
R948124,R510817
R343947,R409716
R416607,R559928
R827350,R449767
R779308,R288245
R608185,R803810
R720275,R869744
R579062,R445441
R787561,R231178
R960360,R360948
R286114,R549935
R607880,R710254
R668205,R526172
R893384,R105657
R898929,R864308
R423406,R573170
R581417,R419513
R869956,R721061
R262410,R721683
R587574,R583247
R499645,R151737
R846628,R277857
R328710,R886343
R538444,R454361
R481866,R704306
R698183,R291983
R575105,R543024
R688721,R209162
R928328,R467247
R155122,R821204
R590834,R723306
R327893,R749995
R528557,R709627
R593304,R335117
R930312,R613962
R180701,R630376
R438554,R315946
R856847,R189296
R926265,R166954
R286006,R952702
R712130,R967472
R185843,R608437
R735550,R457363
R377635,R108479
R248786,R114708
R729849,R252000
R869177,R353497
R379920,R792833
R828791,R555761
R481255,R710571
R549039,R128267
R669835,R581438
R132719,R759570
R721890,R660412
R370242,R541320
R709415,R611494
R182043,R850465
R980435,R656682
R881849,R376029
R923083,R740738
R193073,R950350
R192418,R127345
R565534,R121133
R344381,R220210
R398790,R752928
R354090,R920363
R260584,R609597
R454070,R461135
R874419,R541749
R538226,R419255
R832398,R609603
R347013,R512604
R312284,R139678
R988322,R150450
R405584,R712245
R130434,R645554
R969870,R827738
R746506,R948717
R520738,R584304
R136332,R705439
R900869,R630677
R677367,R422693
R243637,R938977
R880213,R873664
R957143,R724191
R766984,R591271
R560414,R690386
R703484,R476742
R154076,R514746
R558883,R431956
R525573,R715173
R468429,R520390
R464697,R804014
R238841,R339555
R745770,R769881
R863444,R522941
R950671,R195461
R658326,R370264
R950311,R994731
R894101,R104246
R345684,R296876
R321269,R135931
R972028,R268158
R888923,R641266
R399505,R910616
R414666,R329134
R764731,R426129
R809183,R407543
R318395,R121655
R221710,R531912
R722316,R448587
R562444,R809808
R432086,R751175
R572671,R886838
R117828,R794958
R229703,R308855
R928974,R239591
R410865,R946077
R936042,R847772
R806333,R700612
R174379,R336263
R788956,R489552
R411665,R683415
R696070,R232101
R311220,R592581
R517615,R446979
R338058,R223413
R739853,R644706
R563848,R945226
R655622,R504379
R449270,R744759
R321805,R366879
R564301,R568514
R108029,R829760
R343138,R995825
R941838,R272234
R719827,R783085
R859794,R619580
R752336,R147137
R547934,R491088
R925933,R427327
R449265,R989280
R756620,R718736
R601435,R149580
R518657,R788085
R767500,R376737
R597942,R147368
R183593,R422914
R552686,R323075
R514411,R377954
R598983,R770730
R301080,R319504
R659806,R934239
R345591,R438040
R799123,R497213
R613385,R449666
R535017,R871872
R262081,R168174
R317947,R503285
R971539,R435051
R988312,R183281
R484132,R834907
R716589,R744306
R386220,R569213
R523920,R782614
R148766,R456877
R865597,R916565
R770840,R767400
R811266,R637887
R704313,R368390
R649509,R880219
R488007,R687391
R844812,R257276
R527884,R128622
R350427,R318792
R545612,R817120
R544671,R617387
R431660,R985458
R708108,R471256
R665873,R765039
R675821,R597946
R595478,R929135
R229421,R631200
R160891,R337687
R958342,R905545
R634794,R315560
R105053,R583892
R309912,R899853
R764067,R453195
R379886,R723508
R526731,R475786
R972759,R365789
R107269,R496256
R121396,R434369
R831421,R759408
R624068,R296501
R913475,R868051
R881795,R124096
R434514,R624538
R337401,R544442
R118898,R114191
R404433,R839563
R894342,R967375
R233611,R414939
R504583,R128547
R458309,R652063
R967803,R567013
R327114,R329974
R783657,R819227
R308664,R797158
R382740,R416224
R919804,R564792
R537071,R732877
R662575,R412629
R929858,R689001
R505244,R292708
R102570,R963965
R110710,R613968
R570455,R433557
R422187,R446003
R896729,R403348
R874875,R698304
R704726,R408820
R865281,R217390
R709883,R966088
R520409,R596957
R369405,R578282
R709982,R628345
R310558,R991561
R994867,R479753
R841304,R733050
R649108,R635458
R390630,R433439
R472950,R940585
R571727,R115442
R502666,R272893
R886105,R761606
R134634,R581924
R534175,R861444
R265845,R684998
R594457,R461685
R370343,R160673
R439677,R472078
R503506,R872892
R257596,R399078
R210481,R343762
R774019,R787704
R474123,R475062
R504548,R329692
R734464,R492931
R882939,R790643
R808404,R490311
R133340,R931196
R878149,R420258
R310734,R672378
R778128,R925919
R718125,R779365
R131133,R176919
R132733,R400120
R169732,R854228
R316092,R266606
R364529,R114057
R907379,R222564
R403728,R419452
R968046,R741423
R333271,R419829
R535057,R567950
R329002,R615442
R269090,R118244
R173976,R567394
R852803,R979659
R661750,R974094
R995676,R714790
R434420,R901605
R464398,R509030
R867395,R454176
R914103,R373463
R865435,R149559
R804940,R669443
R406689,R271967
R748256,R907204
R640462,R170295
R725915,R753115
R436971,R980173
R431298,R473795
R232514,R626009
R189369,R837952
R607745,R441932
R390787,R926127
R733177,R763558
R162345,R248813
R386612,R958482
R242016,R497737
R704978,R316253
R419558,R140307
R648796,R545412
R603624,R171594
R134794,R124566
R863478,R581741
R200242,R937023
R958274,R657554
R691213,R886790
R135194,R486051
R904671,R192996
R603491,R137342
R260997,R111863
R950783,R772827
R298436,R516373
R524651,R755472
R100028,R296741
R928287,R614434
R339661,R467561
R410243,R839877
R343731,R967599
R648968,R373868
R593849,R624569
R896066,R338520
R213783,R903366
R587536,R413104
R576796,R569586
R867139,R228323
R532322,R168567
R402340,R513833
R375997,R707159
R430419,R315241
R838954,R803026
R362634,R776977
R413648,R292443
R106852,R970500
R301498,R977165
R526578,R208433
R577999,R506407
R940539,R318124
R347897,R433946
R928547,R453544
R173264,R397102
R573555,R284151
R408586,R851464
R944492,R306688
R856275,R506730
R631809,R247529
R108354,R728835
R359179,R981111
R307670,R702106
R508874,R951880
R175905,R326558
R666862,R481179
R341470,R863251
R713561,R626672
R111302,R170207
R493096,R355351
R845988,R163293
R878880,R386642
R293750,R545925
R962931,R517634
R752123,R608515
R183577,R866936
R371703,R258961
R809930,R138558
R824925,R463672
R914295,R350072
R352312,R609609
R582939,R166462
R378778,R278368
R986259,R734723
R602187,R146339
R589268,R484964
R715253,R165378
R103276,R899227
R855101,R935994
R219719,R643435
R709744,R645054
R807098,R649560
R529486,R481174
R142765,R325000
R339445,R831495
R841802,R225431
R801885,R770550
R573476,R642043
R743922,R566360
R401374,R542007
R894391,R453344
R301964,R616233
R585547,R974074
R160797,R899839
R332707,R620403
R791073,R698950
R699057,R574153
R828778,R430199
R252345,R739059
R267503,R107038
R360696,R274712
R609249,R100766
R133188,R867985
R720573,R839960
R222921,R292817
R319575,R667873
R505084,R890561
R560880,R304842
R198323,R846633
R498663,R990311
R259140,R929257
R965694,R926278
R307602,R162104
R909748,R912947
R509753,R519592
R718758,R428529
R416160,R530545
R148259,R474987
R916003,R493167
R590597,R266442
R599887,R313789
R238946,R294048
R606516,R387217
R776664,R222552
R703839,R155386
R839420,R157752
R780488,R927257
R430876,R812327
R208750,R777017
R964625,R257861
R683216,R245508
R131382,R310593
R978758,R961450
R231002,R659155
R828081,R870969
R759353,R721788
R783505,R473054
R400448,R461216
R743554,R325674
R233511,R213255
R626380,R468070
R352006,R960097
R631600,R722644
R834783,R709730
R375107,R915912
R941844,R977105
R560715,R642602
R797694,R618648
R702795,R384530
R184434,R548157
R272674,R479797
R497998,R110278
R602515,R604698
R678218,R432257
R940087,R558699
R841750,R904359
R697006,R823932
R685946,R551706
R587832,R990220
R988496,R799498
R493661,R254692
R362950,R615587
R721571,R787428
R837915,R774439
R100506,R638938
R347285,R601888
R183988,R370930
R131186,R161055
R401629,R586214
R206999,R685008
R447957,R459905
R691046,R635163
R282809,R866135
R366855,R640371
R742173,R460143
R985796,R416621
R952888,R633438
R400227,R714802
R819110,R170375
R758006,R635631
R620545,R508671
R231473,R350317
R793498,R729002
R372360,R793869
R328071,R128901
R600009,R857950
R362055,R151196
R649437,R397546
R743961,R588303
R910726,R852343
R540383,R962190
R925234,R580034
R932095,R696617
R287460,R331553
R769632,R565974
R108741,R861607
R477708,R932973
R769891,R847921
R100867,R600115
R896274,R617440
R583787,R995711
R123176,R541027
R656283,R749677
R755088,R983713
R573159,R824108
R505631,R663079
R987040,R633190
R386240,R702089
R273597,R310719
R129109,R902779
R931431,R792579
R798483,R597881
R561459,R239737
R231043,R748548
R429886,R700636
R577616,R660121
R662876,R656834
R607189,R881466
R530678,R957440
R223268,R960688
R809099,R285194
R993435,R901328
R147134,R282314
R373788,R286442
R693461,R483348
R656031,R200150
R570966,R728839
R351012,R603146
R540789,R302576
R104974,R426565
R849923,R292850
R406337,R251320
R501154,R243918
R441544,R475789
R277910,R475065
R426742,R697956
R271200,R310553
R857617,R720743
R140742,R852308
R122079,R484697
R273115,R243880
R831759,R738996
R850127,R791488
R721751,R715515
R972751,R594944
R361084,R453515
R830695,R659156
R501871,R423232
R123904,R914398
R512032,R568663
R456871,R297815
R289005,R797286
R270767,R780334
R435129,R710622
R417756,R916424
R533630,R744228
R878925,R335073
R745371,R345902
R162227,R251166
R271588,R405254
R767553,R155307
R244900,R394837
R234382,R308307
R626711,R309577
R429422,R216059
R539246,R702740
R218057,R322146
R705248,R316712
R347757,R223281
R542483,R536094
R861033,R180389
R354564,R396547
R775946,R572703
R676231,R269718
R169024,R153526
R979333,R160095
R835173,R168669
R558690,R861580
R800416,R833780
R909528,R658688
R911965,R424542
R713995,R339603
R189017,R711735
R408667,R854949
R818647,R209868
R446968,R886041
R454148,R322236
R726744,R262994
R779983,R977323
R924902,R444604
R689223,R325752
R623523,R478289
R239557,R304589
R837562,R625267
R621341,R119954
R398599,R233458
R729876,R470460
R627681,R491190
R848402,R185430
R586914,R254771
R483124,R705203
R341637,R256690
R909132,R413616
R161950,R307394
R266244,R992003
R599579,R424680
R913160,R642008
R883645,R774644
R767193,R155104
R207184,R942525
R208644,R206731
R423811,R571839
R593288,R294112
R665551,R180168
R212245,R561383
R425992,R120400
R305146,R418846
R646614,R894834
R603855,R540656
R674709,R583374
R604152,R965801
R968638,R601217
R533683,R830755
R433137,R785811
R901525,R520200
R193925,R269214
R523489,R878692
R700620,R482860
R138448,R331180
R182229,R707765
R663668,R783558
R663933,R667403
R634951,R204663
R656117,R125664
R220366,R956540
R258450,R105999
R408840,R663906
R933478,R462430
R266799,R481216
R569724,R947584
R222222,R263807
R272042,R231938
R203338,R645924
R782070,R522258
R390005,R491458
R643742,R299265
R336623,R494694
R569289,R648340
R976375,R310605
R765406,R570687
R635763,R217756
R795043,R299478
R816964,R867555
R914057,R387888
R240584,R772657
R585158,R744064
R721295,R383980
R505600,R293128
R375532,R249404
R208394,R465006
R589221,R982014
R962216,R993682
R682875,R989038
R180990,R682683
R809816,R692175
R785167,R630124
R538850,R451672
R391991,R292422
R547835,R967747
R808596,R235478
R961895,R218499
R896032,R802577
R187528,R109058
R555186,R999479
R702097,R119640
R279671,R848968
R965714,R456900
R846713,R270635
R447459,R457723
R430308,R800367
R494029,R110918
R816890,R784692
R849524,R606730
R281798,R713112
R965500,R352752
R100323,R350122
R981846,R430575
R788884,R157100
R873553,R858310
R887407,R407969
R925671,R570553
R360632,R470444
R558695,R303021
R996434,R238344
R168053,R318927
R384372,R294115
R874835,R325877
R101799,R808793
R667261,R515163
R466402,R345880
R388432,R678696
R235740,R240351
R866598,R954830
R473665,R965398
R429242,R399102
R974726,R699173
R923155,R756115
R116414,R386163
R894856,R172090
R711214,R812073
R349545,R217967
R659469,R893162
R421579,R662419
R891429,R618099
R646519,R561318
R728622,R664663
R657273,R897046
R200099,R375860
R901374,R166826
R878456,R188304
R350759,R494743
R208523,R614913
R476617,R898814
R547300,R879567
R859901,R392080
R601037,R375348
R878054,R614354
R956297,R953027
R906790,R631327
R931808,R569916
R694828,R464555
R998998,R430585
R524150,R492490
R801676,R392472
R860636,R547203
R513900,R829310
R943719,R582216
R172372,R186600
R458813,R495448
R564651,R201444
R703727,R351684
R372473,R993668
R442850,R643303
R527266,R779930
R419923,R632562
R709051,R478685
R537091,R439765
R795559,R641557
R380763,R841768
R773241,R712779
R639887,R539322
R980157,R707628
R321880,R942188
R401286,R187799
R150034,R999837
R276674,R361690
R112467,R752312
R697504,R419924
R457398,R638705
R543512,R871116
R459664,R268407
R228679,R418041
R107135,R140861
R641189,R766588
R190831,R609945
R824055,R702275
R172990,R670205
R583029,R962013
R653479,R314808
R409411,R185582
R821980,R687874
R761599,R108924
R993042,R897083
R557350,R941717
R636663,R565243
R283986,R203952
R693118,R984874
R238129,R630662
R750534,R305174
R336070,R722604
R281659,R505671
R137943,R258079
R898103,R153436
R336299,R734270
R165004,R651893
R901534,R872782
R645735,R814592
R935457,R282908
R420071,R379801
R302103,R179905
R363839,R422035
R376763,R501607
R174247,R304708
R964437,R640714
R194278,R617768
R713896,R913214
R651663,R254074
R345140,R301266
R742419,R903569
R751824,R625066
R900817,R314908
R520737,R171434
R448719,R795977
R598877,R426935
R825015,R706321
R501284,R229926
R620888,R652909
R808715,R887826
R245413,R881107
R966374,R684312
R974668,R500303
R465462,R994825
R649023,R192196
R458157,R788343
R284014,R369008
R991612,R215232
R555899,R640796
R586530,R836957
R898370,R650050
R738081,R910987
R418851,R235359
R375867,R155270
R694205,R172839
R950511,R779901
R792402,R479849
R437382,R317444
R757273,R923715
R378599,R954676
R801148,R776412
R187143,R499076
R344815,R709104
R259910,R615371
R686964,R416996
R435052,R455734
R337585,R869058
R506328,R146169
R663417,R446806
R377872,R387476
R905401,R244138
R939293,R265949
R698830,R218038
R593035,R123469
R502295,R646784
R323503,R952790
R942782,R663434
R546008,R727657
R351976,R892412
R120152,R705159
R234986,R923696
R819556,R240725
R764140,R196472
R871407,R826910
R550754,R990013
R128757,R595904
R871452,R494619
R990010,R278581
R152740,R521994
R194709,R625308
R939474,R875971
R659308,R355157
